Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
GOR20020005,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"1,250","-48.2322, -15.7743",14255989,FLISD2004A00502
GOR20020006,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"12,500","-48.314799, -15.741721",14255971,FLISD2004A00520
GOR20020007,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"12,000","-48.310814, -15.740408",14255975,FLISD2004A00518
GOR20020008,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"11,100","-48.301615, -15.738802",13871482,FLISD2004A00517
GOR20020009,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"8,200","-48.275152, -15.736532",14255968,FLISD2004A00511
GOB20020012,Redutor Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"7,500","-48.2703, -15.741",14255947,FLICD2004A00509
GOR20020010,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"4,000","-48.245807, -15.760119",14255970,FLISD2004A00504
GOR20020011,Controlador Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"6,600","-48.2654, -15.7462",13871484,FLISD2004A00507
GOB20010005,Redutor Eletrônico de Velocidade,GO,AGUAS LINDAS DE GOIAS,070,"9,800","-48.290335, -15.736852",14255944,FLICD2004A00515
PIB19110016,Redutor Eletrônico de Velocidade,PI,CORRENTE,135,"591,100","-45.171179, -10.43535",00000510,L0470
PIB19090013,Redutor Eletrônico de Velocidade,PI,DOM EXPEDITO LOPES,316,"274,100","-41.726835, -6.951394",00000484,L0377
PIB20050019,Redutor Eletrônico de Velocidade,PI,DOM EXPEDITO LOPES,316,"285,400","-41.652478, -6.968445",00000493, L0378
GOB20020014,Redutor Eletrônico de Velocidade,GO,VILA PROPICIO,080,"94,120","-48.698532, -15.208783",14255936,FLICD2004A00498
PIB20060020,Redutor Eletrônico de Velocidade,PI,FLORIANO,343,"593,800","-43.042736, -6.785957",00000524,L0454
PIR19100011,Controlador Eletrônico de Velocidade,PI,FLORIANO,230,"309,500","-43.008338, -6.768801",15299659,L0392
MTB23030067,Redutor Eletrônico de Velocidade,MT,BOM JESUS DO ARAGUAIA,158,"334,000","-51.696065, -12.189604",14399240,11521
MTB23030068,Redutor Eletrônico de Velocidade,MT,BOM JESUS DO ARAGUAIA,158,"334,100","-51.697727, -12.192682",14399988,11524
MTB20010041,Redutor Eletrônico de Velocidade,MT,CONQUISTA D OESTE,174,"393,540","-59.542408, -14.546063",13971783,11259
PIB18120007,Redutor Eletrônico de Velocidade,PI,IPIRANGA DO PIAUI,316,"258,450","-41.737576, -6.824992",00000548,L0379
PIB18100001,Redutor Eletrônico de Velocidade,PI,JERUMENHA,135,"41,300","-43.511695, -7.093232",00000528,L0453
BAB19080047,Redutor Eletrônico de Velocidade,BA,LUIZ EDUARDO MAGALHAES,242,"883,040","-45.793664, -12.090986",14812904,2300134
PIR18110005,Controlador Eletrônico de Velocidade,PI,MANOEL EMIDIO,135,"175,200","-43.872029, -8.00084",00000504,L0477
PIR23010028,Controlador Eletrônico de Velocidade,PI,MONSENHOR GIL,316,"82,300","-42.61486, -5.76055",00000529,L0389
PIR21040025,Controlador Eletrônico de Velocidade,PI,MONSENHOR GIL,316,"58,400","-42.614302, -5.567541",00000513,L0390
PIB18120009,Redutor Eletrônico de Velocidade,PI,MONSENHOR GIL,316,"57,300","-42.611841, -5.557986",00000533,L0391
RSB20060382,Redutor Eletrônico de Velocidade,RS,BOZANO,285,"443,370","-53.77099, -28.36415",14445419,11474
RSB20060383,Redutor Eletrônico de Velocidade,RS,BOZANO,285,"443,815","-53.77543, -28.365",14445418,11475
RSB20030281,Redutor Eletrônico de Velocidade,RS,CAPAO BONITO DO SUL,285,"185,915","-51.460142, -28.297204",13343090,10939
RSB20020241,Redutor Eletrônico de Velocidade,RS,CAPAO BONITO DO SUL,285,"186,200","-51.462504, -28.295817",13343091,10775
PIB18120008,Redutor Eletrônico de Velocidade,PI,PARNAIBA,343,"12,292","-41.753819, -2.912739",00000512,L0473
PIR19110017,Controlador Eletrônico de Velocidade,PI,PARNAIBA,343,"16,200","-41.756919, -2.947465",00000527,L0461
PIR19100015,Controlador Eletrônico de Velocidade,PI,PARNAIBA,343,"14,700","-41.754538, -2.934461",00000502,L0456
PIR23070029,Controlador Eletrônico de Velocidade,PI,PARNAIBA,343,"5,600","-41.701541, -2.896043",00000518,L0476
PIR18110007,Controlador Eletrônico de Velocidade,PI,PARNAIBA,343,"6,900","-41.713778, -2.897989",00000520,L0451
PIS18110001,Controlador Eletrônico Misto,PI,PARNAIBA,343,"12,980","-41.75423, -2.918937",00000538,L0468
PIS18110002,Controlador Eletrônico Misto,PI,PARNAIBA,343,"13,040","-41.754177, -2.919353",00000532,L0463
PIB18100004,Redutor Eletrônico de Velocidade,PI,PARNAIBA,343,"12,282","-41.753945, -2.912765",00000516,L0450
PIB18100002,Redutor Eletrônico de Velocidade,PI,PICOS,407,"421,340","-41.429137, -7.085486",00000509,L0387
PIB23070022,Redutor Eletrônico de Velocidade,PI,PICOS,316,"307,300","-41.499049, -7.077694",00000535,L0383
PIB19100014,Redutor Eletrônico de Velocidade,PI,PICOS,316,"311,500","-41.458516, -7.080885",00000536,L0382
PIR19100012,Controlador Eletrônico de Velocidade,PI,PICOS,316,"316,000","-41.426054, -7.080784", 00000503,L0385
PIR21040026,Controlador Eletrônico de Velocidade,PI,PICOS,316,"308,500","-41.489989, -7.077792", 00000508, L0386
PIR20010020,Controlador Eletrônico de Velocidade,PI,PICOS,316,"297,720","-41.560468, -7.025692",00000381,L0381
PIB20010018,Redutor Eletrônico de Velocidade,PI,PICOS,316,"314,500","-41.439141, -7.078248",00000519,L0384
PIR18120010,Controlador Eletrônico de Velocidade,PI,PIRACURUCA,343,"142,600","-41.721391, -3.940319",00000540,L0455
PIB18100005,Redutor Eletrônico de Velocidade,PI,PIRIPIRI,343,"186,000","-41.766011, -4.289805",00000506,L0452
RSB20020245,Redutor Eletrônico de Velocidade,RS,SANTA MARGARIDA DO SUL,290,"392,360","-54.081417, -30.339583",14394979,11256
RSB20020246,Redutor Eletrônico de Velocidade,RS,SANTA MARGARIDA DO SUL,290,"392,500","-54.0828, -30.33995",14394980,11164
PIR22070027,Controlador Eletrônico de Velocidade,PI,REDENCAO DO GURGUEIA,135,"408,600","-44.603611, -9.473611",00000534,L0457
PIR23070030,Controlador Eletrônico de Velocidade,PI,TERESINA,343,"340,600","-42.741094, -5.076683",00000541,L0475
PIR20050024,Controlador Eletrônico de Velocidade,PI,TERESINA,343,"2,712","-42.774041, -5.081509",00000542,L0272
PIR19100014,Controlador Eletrônico de Velocidade,PI,TERESINA,343,"2,160","-42.768521, -5.081523",00000517,L0271
PIR20050023,Controlador Eletrônico de Velocidade,PI,TERESINA,343,"1,050","-42.759383, -5.080776",: 00000539,L0270
PIS18120004,Controlador Eletrônico Misto,PI,TERESINA,343,"3,800","-42.783312, -5.080583",00000642,L0465
PIS18110003,Controlador Eletrônico Misto,PI,TERESINA,343,"3,400","-42.779922, -5.080851",00000550,L0395
PIB20070021,Redutor Eletrônico de Velocidade,PI,TERESINA,343,"329,800","-42.652566, -5.061154",00000515,L0471
CEB20040054,Redutor Eletrônico de Velocidade,CE,CHOROZINHO,116,"66,280","-38.501871, -4.300089",15302696,221201/3015
CEB20050057,Redutor Eletrônico de Velocidade,CE,CHOROZINHO,116,"70,440","-38.482111, -4.330887",13598921,180611/2267
CEB20050056,Redutor Eletrônico de Velocidade,CE,CHOROZINHO,116,"65,633","-38.501628, -4.298705",13597762,191003/2475
CER19010002,Controlador Eletrônico de Velocidade,CE,EUSEBIO,116,"16,500","-38.502231, -3.891575",13598942,220531/2806
CER20010036,Controlador Eletrônico de Velocidade,CE,EUSEBIO,116,"16,820","-38.502752, -3.89467",13597778,190527/2419
CEB19010001,Redutor Eletrônico de Velocidade,CE,HORIZONTE,116,"39,950","-38.503693, -4.094801",13598935,220207/2733
CEB19010002,Redutor Eletrônico de Velocidade,CE,HORIZONTE,116,"40,200","-38.50309, -4.09696",13598937,220207/2731 
CEB19010003,Redutor Eletrônico de Velocidade,CE,HORIZONTE,116,"43,400","-38.48854, -4.116938",13598936,220207/2732
CER22100057,Controlador Eletrônico de Velocidade,CE,HORIZONTE,116,"42,530","-38.48932, -4.114725",15005009,220919/2865
CER22030056,Controlador Eletrônico de Velocidade,CE,ARACATI,304,"52,800","-37.73778, -4.573361",14136659,211124/2705
CEB20020049,Redutor Eletrônico de Velocidade,CE,BARRO,116,"455,100","-38.780227, -7.166278",13598937,220207/2731
CEB20020046,Redutor Eletrônico de Velocidade,CE,BOA VIAGEM,020,"204,400","-39.729843, -5.119354",13597751,180502/2239
CER20010045,Controlador Eletrônico de Velocidade,CE,BOA VIAGEM,020,"203,200","-39.737556, -5.126891",13597754,190603/2423
CEB23030061,Redutor Eletrônico de Velocidade,CE,BREJO SANTO,116,"501,000","-38.981195, -7.478716",0,221216/3038
CEB23030062,Redutor Eletrônico de Velocidade,CE,BREJO SANTO,116,"502,976","-38.984583, -7.496075",0,221027/2963
CER23030059,Controlador Eletrônico de Velocidade,CE,BREJO SANTO,116,"502,200","-38.984076, -7.489206",0,221216/3038
CER20020049,Controlador Eletrônico de Velocidade,CE,CANINDE,020,"309,560","-39.29089, -4.338175",13597749,180522/2246
CEB20040053,Redutor Eletrônico de Velocidade,CE,CANINDE,020,"304,250","-39.309919, -4.38033",13597777,180809/2314
CER20010034,Controlador Eletrônico de Velocidade,CE,CARIDADE,020,"348,500","-39.057878, -4.099394",13597767,191113/2483
CER20010026,Controlador Eletrônico de Velocidade,CE,CAUCAIA,222,"40,500","-38.90966, -3.68637",13598911,190522/2413
CER20010028,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"5,820","-38.504512, -3.801697",13598915,190625/2447
CER20010029,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"6,250","-38.502525, -3.805109",13598914,190603/2426
CER20010030,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"14,800","-38.50029, -3.87659",13598908,191003/2476
CER20010031,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"9,250","-38.505039, -3.829564",13598907,191003/2477
CER20010032,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"9,750","-38.503847, -3.833388",13598910,180604/2256
CER20010033,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"12,200","-38.495677, -3.853873",13598909,191003/2474
CER20010035,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"12,300","-38.495896, -3.854942",13598909,191003/2474
CER20010037,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"1,668","-38.518052, -3.767307",13598917,190603/2424
CER20010038,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"2,111","-38.517388, -3.769098",13598989,190625/2452
CER20010039,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"3,315","-38.513895, -3.781251",13598922,190402/2411
CER20010040,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"3,515","-38.51312, -3.78287",13598918,180824/2345
CER19010001,Controlador Eletrônico de Velocidade,CE,FORTALEZA,116,"14,950","-38.5005, -3.878167",13598939,220531/2805
CEB23010060,Redutor Eletrônico de Velocidade,CE,INDEPENDENCIA,226,"264,237","-40.104325, -5.448454",13598999,230123/3070
CEB20010042,Redutor Eletrônico de Velocidade,CE,IRAUCUBA,222,"148,000","-39.778402, -3.750182",13597763,180604/2265
CER20010043,Controlador Eletrônico de Velocidade,CE,ITAPAJÉ,222,"116,200","-39.547765, -3.736133",13597759,221205/3022
CER22110058,Controlador Eletrônico de Velocidade,CE,ITAPAJÉ,222,"122,618","-39.579684, -3.695811",15302688,220623/2823
CEB22030058,Redutor Eletrônico de Velocidade,CE,ITAPAJÉ,222,"128,180","-39.621158, -3.706794",14136663,220408/2776
CEB22030059,Redutor Eletrônico de Velocidade,CE,ITAPAJÉ,222,"128,825","-39.626826, -3.71026",14136664,211124/2700
CER20010048,Controlador Eletrônico de Velocidade,CE,JAGUARIBE,116,"300,420","-38.624583, -5.907399",13597758,180426/2238
CEB20040052,Redutor Eletrônico de Velocidade,CE,PACAJUS,116,"56,700","-38.47485, -4.218239",13598919,180725/2307
CER20020054,Controlador Eletrônico de Velocidade,CE,RUSSAS,116,"163,647","-37.992745, -4.948254",13597756,180725/2306
CEB20010037,Redutor Eletrônico de Velocidade,CE,RUSSAS,116,"174,400","-38.051625, -5.014499",13597757,180725/2303
CER20010027,Controlador Eletrônico de Velocidade,CE,SAO GONCALO DO AMARANTE,222,"48,120","-38.97653, -3.670281",13598912,191014/2479
CEB20020048,Redutor Eletrônico de Velocidade,CE,SAO GONCALO DO AMARANTE,222,"63,300","-39.111884, -3.671896",13597774,190527/2415
CER19010005,Controlador Eletrônico de Velocidade,CE,SAO GONCALO DO AMARANTE,222,"48,600","-38.980293, -3.668318",14136662,220531/2809
CER20020053,Controlador Eletrônico de Velocidade,CE,TIANGUA,222,"313,600","-40.999453, -3.728334",13597773,190625/2451
CEB20020047,Redutor Eletrônico de Velocidade,CE,TIANGUA,222,"310,800","-40.983165, -3.711129",14136648,190625/2453
RNB22010061,Redutor Eletrônico de Velocidade,RN,APODI,405,"76,000","-37.79926, -5.653118",13368524,210805/2678
RNB18120001,Redutor Eletrônico de Velocidade,RN,AREIA BRANCA,110,"1,300","-37.122112, -4.946948",15248307,221205/3017
RNB20100043,Redutor Eletrônico de Velocidade,RN,CAICO,427,"97,600","-37.054444, -6.454444",12220669,180525/2254
RNB20100044,Redutor Eletrônico de Velocidade,RN,CAICO,427,"93,600","-37.059245, -6.482036",12220668,180522/2248
RNB20100045,Redutor Eletrônico de Velocidade,RN,CAICO,427,"103,500","-37.082326, -6.431618",12220667,190625/2454
RNB21050050,Redutor Eletrônico de Velocidade,RN,CANGUARETAMA,101,"158,490","-35.161596, -6.356144",12220673,201019/2632
RNB21060051,Redutor Eletrônico de Velocidade,RN,CANGUARETAMA,101,"158,520","-35.160781, -6.356648",12220674,201019/2633
RNB19110016,Redutor Eletrônico de Velocidade,RN,CEARA-MIRIM,406,"151,440","-35.420306, -5.652208",1199281,221201/3006
RNR19100014,Controlador Eletrônico de Velocidade,RN,CEARA-MIRIM,406,"148,740","-35.444556, -5.648215",13368533,220708/2845
RNB20010023,Redutor Eletrônico de Velocidade,RN,CEARA-MIRIM,406,"161,340","-35.365417, -5.722364",1199280,221201/3010
RNB19120021,Redutor Eletrônico de Velocidade,RN,CEARA-MIRIM,406,"150,620","-35.427456, -5.650486",1199282,221201/3011
RNS20010019,Controlador Eletrônico Misto,RN,CURRAIS NOVOS,226,"176,200","-36.517515, -6.262798",15248303,220708/2840
RNR20070054,Controlador Eletrônico de Velocidade,RN,CURRAIS NOVOS,226,"174,260","-36.502606, -6.258192",12220659,180809/2316
RNS18120001,Controlador Eletrônico Misto,RN,CURRAIS NOVOS,226,"176,100","-36.517383, -6.26245",15248303,220708/2840
RNR18120001,Controlador Eletrônico de Velocidade,RN,CURRAIS NOVOS,427,"0,650","-36.523754, -6.271482",15248302,221201/3012
RNB20020033,Redutor Eletrônico de Velocidade,RN,CURRAIS NOVOS,226,"175,600","-36.51377, -6.25892",12220644,180824/2342
RNR20020046,Controlador Eletrônico de Velocidade,RN,EXTREMOZ,101,"69,060","-35.259088, -5.671754",1199288,221205/3025
RNR20010030,Controlador Eletrônico de Velocidade,RN,EXTREMOZ,101,"72,880","-35.26584, -5.704505",12220641,180611/2269
RNB20120047,Redutor Eletrônico de Velocidade,RN,EXTREMOZ,101,"66,340","-35.249664, -5.652032",12220670,210126/2638
RNB20020037,Redutor Eletrônico de Velocidade,RN,GOIANINHA,101,"146,700","-35.211183, -6.262755",1199292,221205/3022
RNR20020045,Controlador Eletrônico de Velocidade,RN,JOAO CAMARA,406,"101,645","-35.819333, -5.525708",12220648,180611/2266
RNS20100021,Controlador Eletrônico Misto,RN,JOAO CAMARA,406,"102,760","-35.81497, -5.534936",12220665,180426/2229
RNB19100012,Redutor Eletrônico de Velocidade,RN,JOAO CAMARA,406,"103,200","-35.812769, -5.538188",15248408,221205/3019
RNR22070060,Controlador Eletrônico de Velocidade,RN,MACAIBA,304,"296,860","-35.342811, -5.864739",13368528,190625/2448
RNS22100023,Controlador Eletrônico Misto,RN,MACAIBA,304,"295,600","-35.352882, -5.865236",1199277,211203/2710
RNB20020035,Redutor Eletrônico de Velocidade,RN,MACAIBA,226,"11,700","-35.309738, -5.8473",1199287,221205/3026
RNR20020034,Controlador Eletrônico de Velocidade,RN,MACAIBA,226,"10,940","-35.303472, -5.845667",12220642,180502/2240
RNR19120022,Controlador Eletrônico de Velocidade,RN,MAXARANGUAPE,101,"58,280","-35.27559, -5.588929",1199283,221201/3009
RNS19120018,Controlador Eletrônico Misto,RN,MOSSORO,110,"46,960","-37.325766, -5.203412",15248405,221205/3016
RNB19120022,Redutor Eletrônico de Velocidade,RN,MOSSORO,110,"46,210","-37.320181, -5.19935",15248406,221205/3018
RNS19120014,Controlador Eletrônico Misto,RN,MOSSORO,110,"48,060","-37.33353, -5.209188",15248404,221205/3024
RNS19080003,Controlador Eletrônico Misto,RN,MOSSORO,110,"45,140","-37.312555, -5.193591",15248305,220615/2817
RNR19080007,Controlador Eletrônico de Velocidade,RN,MOSSORO,110,"47,200","-37.328204, -5.205278",15248304,220705/2830
RNB20040040,Redutor Eletrônico de Velocidade,RN,MOSSORO,110,"51,450","-37.332041, -5.23096",12220655,200623/2569
RNB21080055,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"47,820","-37.32405, -5.227033",12220695,210819/2682
RNB20020032,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"37,000","-37.36244, -5.17437",13367885,190522/2408
RNR20020036,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"38,520","-37.371325, -5.184838",13367886,190527/2420
RNR20020037,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"32,650","-37.346123, -5.140553",13367884,190522/2409
RNR20020038,Controlador Eletrônico de Velocidade,RN,MOSSORO,110,"49,480","-37.327118, -5.220378",12220647,190527/2417
RNR20020041,Controlador Eletrônico de Velocidade,RN,MOSSORO,110,"49,250","-37.32832, -5.218344",12220646,190522/2412
RNR20020042,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"43,060","-37.364844, -5.218457",12220660,190522/2409
RNR20020043,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"44,700","-37.351986, -5.224823",13367887,190625/2450
RNR20020044,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"45,220","-37.347278, -5.225024",14502541,190527/2416
RNB20020034,Redutor Eletrônico de Velocidade,RN,MOSSORO,405,"3,350","-37.38213, -5.19408",12220650,190402/2412
RNR20010031,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"46,400","-37.336773, -5.225954",13367888,G8703331-5
RNR20040050,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"38,740","-37.372383, -5.186587",12220657,190522/2407
RNB22120066,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"48,860","-37.318516, -5.234704",15248407,211205/3030
RNB22060064,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"37,100","-37.362905, -5.175186",15248309,171003/2109
RNS19100007,Controlador Eletrônico Misto,RN,MOSSORO,405,"0,500","-37.356312, -5.191035",15248402,220615/2819
RNS19110012,Controlador Eletrônico Misto,RN,MOSSORO,405,"0,460","-37.355898, -5.190915",15248402,220615/2819
RNS19110013,Controlador Eletrônico Misto,RN,MOSSORO,405,"1,900","-37.369207, -5.192515",15248409,220705/2834
RNS19110008,Controlador Eletrônico Misto,RN,MOSSORO,110,"48,090","-37.333595, -5.209495",15248404,221205/3024
RNS19110009,Controlador Eletrônico Misto,RN,MOSSORO,405,"1,940","-37.369627, -5.192563",15248409,220705/2834
RNS19110011,Controlador Eletrônico Misto,RN,MOSSORO,110,"48,350","-37.332391, -5.211508",15248403,220615/2818
RNR20050051,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"29,800","-37.340666, -5.115533",12220656,200623/2568
RNR20060053,Controlador Eletrônico de Velocidade,RN,MOSSORO,304,"40,100","-37.378446, -5.196732",12220658,200623/2567
RNB22010060,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"24,340","-37.330911, -5.067799",13368510,210819/2683
RNB21120058,Redutor Eletrônico de Velocidade,RN,MOSSORO,304,"35,660","-37.353064, -5.166705",13368509,210805/2676
RNR21120057,Controlador Eletrônico de Velocidade,RN,NATAL,101,"95,540","-35.209642, -5.843211",13368606,210819/2679
RNB21120057,Redutor Eletrônico de Velocidade,RN,NATAL,101,"78,720","-35.289633, -5.745445",12220699,210819/2680
RNB21060052,Redutor Eletrônico de Velocidade,RN,NATAL,101,"96,000","-35.208253, -5.846919",13367573,201019/2631
RNB21060053,Redutor Eletrônico de Velocidade,RN,NATAL,101,"96,940","-35.211666, -5.854806",13367574,201019/2634
RNB21050048,Redutor Eletrônico de Velocidade,RN,NATAL,101,"97,580","-35.214212, -5.860889",12220698,190402/2413
RNB19110015,Redutor Eletrônico de Velocidade,RN,NATAL,101,"77,420","-35.291155, -5.7334",1199276,221007/2907
